15839|(HANK) MODENA CONCRETE PUMPING|39839|Vendor Number 39839|Contact: Henry Modena|Mr.|Henry|Modena|4870 La Honda Road|San Gregorio, CA  94074|4870 La Honda Road|San Gregorio, CA  94074|Phone: 650/726-6220|Fax: 650/726-0868|Email: modenacp@aol.com|N|Y|N|Y|N|N|N|N|N|Y|N|N|N|C|Expiration Date: 7/31/2021|Certification #CMD072115839|32 Meter, 40 Meter, and 42 Meter Boom Pumps amd 3/4 Rock Pump Trailer|<b>STATUS: </b>   (10% BID DISCOUNT), Expiration Date: 7/31/2021|GS138||10|N||Updated 9/11/2019
16596|A DESIGN ATELIER LLC|400120|Vendor Number 400120|Contact: Amber Semmen|Ms.|Amber|Semmen|301 Mission Street #26A|San Francisco, CA  94105|PO Box 190813|San Francisco, CA  94119|Phone: 415/987-5139||Email: amber@adesignatelier.com|N|N|Y|N|N|Y|N|N|N|Y|N|N|N|C|Expiration Date: 8/31/2021|Certification #CMD082116596||<b>STATUS: </b>   (10% BID DISCOUNT), Expiration Date: 8/31/2021|GS129||10|N||Updated 9/11/2019
16596|A DESIGN ATELIER LLC|400120|Vendor Number 400120|Contact: Amber Semmen|Ms.|Amber|Semmen|301 Mission Street #26A|San Francisco, CA  94105|PO Box 190813|San Francisco, CA  94119|Phone: 415/987-5139||Email: amber@adesignatelier.com|N|N|Y|N|N|Y|N|N|N|Y|N|N|N|C|Expiration Date: 8/31/2021|Certification #CMD082116596||<b>STATUS: </b>   (10% BID DISCOUNT), Expiration Date: 8/31/2021|GS136||10|N||Updated 9/11/2019
14776|A G S INC|07130|Vendor Number 07130|Contact: Dennis C. Wong|Mr.|Dennis|Wong|5 Freelon Street|San Francisco, CA  94107|5 Freelon Street|San Francisco, CA  94107|Phone: 415/777-2166|Fax: 415/777-2167|Email: twong@agsinc.com|N|N|Y|N|Y|N|N|N|N|N|Y|N|N|R|Expiration Date: 1/31/2020|Certification #CMD012014776|Consulting Engineer Services in civil, structural, environmental, and geotechnical engineering and construction/program management services|<b>STATUS: </b>   (10% BID DISCOUNT), Expiration Date: 1/31/2020|AE020||10|Y||Updated 9/11/2019
14776|A G S INC|07130|Vendor Number 07130|Contact: Dennis C. Wong|Mr.|Dennis|Wong|5 Freelon Street|San Francisco, CA  94107|5 Freelon Street|San Francisco, CA  94107|Phone: 415/777-2166|Fax: 415/777-2167|Email: twong@agsinc.com|N|N|Y|N|Y|N|N|N|N|N|Y|N|N|R|Expiration Date: 1/31/2020|Certification #CMD012014776|Consulting Engineer Services in civil, structural, environmental, and geotechnical engineering and construction/program management services|<b>STATUS: </b>   (10% BID DISCOUNT), Expiration Date: 1/31/2020|PS060||10|Y||Updated 9/11/2019
14776|A G S INC|07130|Vendor Number 07130|Contact: Dennis C. Wong|Mr.|Dennis|Wong|5 Freelon Street|San Francisco, CA  94107|5 Freelon Street|San Francisco, CA  94107|Phone: 415/777-2166|Fax: 415/777-2167|Email: twong@agsinc.com|N|N|Y|N|Y|N|N|N|N|N|Y|N|N|R|Expiration Date: 1/31/2020|Certification #CMD012014776|Consulting Engineer Services in civil, structural, environmental, and geotechnical engineering and construction/program management services|<b>STATUS: </b>   (10% BID DISCOUNT), Expiration Date: 1/31/2020|AE003||10|Y||Updated 9/11/2019
14776|A G S INC|07130|Vendor Number 07130|Contact: Dennis C. Wong|Mr.|Dennis|Wong|5 Freelon Street|San Francisco, CA  94107|5 Freelon Street|San Francisco, CA  94107|Phone: 415/777-2166|Fax: 415/777-2167|Email: twong@agsinc.com|N|N|Y|N|Y|N|N|N|N|N|Y|N|N|R|Expiration Date: 1/31/2020|Certification #CMD012014776|Consulting Engineer Services in civil, structural, environmental, and geotechnical engineering and construction/program management services|<b>STATUS: </b>   (10% BID DISCOUNT), Expiration Date: 1/31/2020|PS010||10|Y||Updated 9/11/2019
14776|A G S INC|07130|Vendor Number 07130|Contact: Dennis C. Wong|Mr.|Dennis|Wong|5 Freelon Street|San Francisco, CA  94107|5 Freelon Street|San Francisco, CA  94107|Phone: 415/777-2166|Fax: 415/777-2167|Email: twong@agsinc.com|N|N|Y|N|Y|N|N|N|N|N|Y|N|N|R|Expiration Date: 1/31/2020|Certification #CMD012014776|Consulting Engineer Services in civil, structural, environmental, and geotechnical engineering and construction/program management services|<b>STATUS: </b>   (10% BID DISCOUNT), Expiration Date: 1/31/2020|PS058||10|Y||Updated 9/11/2019
14776|A G S INC|07130|Vendor Number 07130|Contact: Dennis C. Wong|Mr.|Dennis|Wong|5 Freelon Street|San Francisco, CA  94107|5 Freelon Street|San Francisco, CA  94107|Phone: 415/777-2166|Fax: 415/777-2167|Email: twong@agsinc.com|N|N|Y|N|Y|N|N|N|N|N|Y|N|N|R|Expiration Date: 1/31/2020|Certification #CMD012014776|Consulting Engineer Services in civil, structural, environmental, and geotechnical engineering and construction/program management services|<b>STATUS: </b>   (10% BID DISCOUNT), Expiration Date: 1/31/2020|AE005||10|Y||Updated 9/11/2019
14776|A G S INC|07130|Vendor Number 07130|Contact: Dennis C. Wong|Mr.|Dennis|Wong|5 Freelon Street|San Francisco, CA  94107|5 Freelon Street|San Francisco, CA  94107|Phone: 415/777-2166|Fax: 415/777-2167|Email: twong@agsinc.com|N|N|Y|N|Y|N|N|N|N|N|Y|N|N|R|Expiration Date: 1/31/2020|Certification #CMD012014776|Consulting Engineer Services in civil, structural, environmental, and geotechnical engineering and construction/program management services|<b>STATUS: </b>   (10% BID DISCOUNT), Expiration Date: 1/31/2020|PS045||10|Y||Updated 9/11/2019
13808|A J S PAINTING DECORATING & WATERPROOFING|51790|Vendor Number 51790|Contact: Alphonso L. Rhodes|Mr.|Alphonso|Rhodes|1325-B Evans Avenue|San Francisco, CA  94124|P.O. Box 24244|San Francisco, CA  94124|Phone: 415/430-6410|Fax: 415/647-1542|Email: paintingajs@aol.com|N|N|Y|N|Y|N|N|N|N|Y|N|N|N|R|Expiration Date: 8/31/2020|Certification #CMD082013808|Painting Contractor|<b>STATUS: </b>   (10% BID DISCOUNT), Expiration Date: 8/31/2020, CSLB License # 789342|CN036||10|N|789342|Updated 9/11/2019
10880|A RUIZ CONSTRUCTION CO AND ASSOC INC|01097|Vendor Number 01097|Contact: Antonio Ruiz|Mr.|Antonio|Ruiz|1601 Cortland Avenue|San Francisco, CA  94110|1601 Cortland Avenue|San Francisco, CA  94110|Phone: 415/647-4010|Fax: 415/647-1796|Email: tcotter@aruizconstruction.com|N|N|Y|N|Y|N|N|N|N|N|Y|N|N|R|Expiration Date: 7/31/2020|Certification #CMD072010880|General Civil Construction and Engineering|<b>STATUS: </b>   (10% BID DISCOUNT), Expiration Date: 7/31/2020, CSLB License # 427657|CN031||10|Y|427657|Updated 9/11/2019
10880|A RUIZ CONSTRUCTION CO AND ASSOC INC|01097|Vendor Number 01097|Contact: Antonio Ruiz|Mr.|Antonio|Ruiz|1601 Cortland Avenue|San Francisco, CA  94110|1601 Cortland Avenue|San Francisco, CA  94110|Phone: 415/647-4010|Fax: 415/647-1796|Email: tcotter@aruizconstruction.com|N|N|Y|N|Y|N|N|N|N|N|Y|N|N|R|Expiration Date: 7/31/2020|Certification #CMD072010880|General Civil Construction and Engineering|<b>STATUS: </b>   (10% BID DISCOUNT), Expiration Date: 7/31/2020, CSLB License # 427657|CN032||10|Y|427657|Updated 9/11/2019
10962|A T S - APPLIED TECHNOLOGY & SCIENCE|92469|Vendor Number 92469|Contact: Elahe Enssani|Dr.|Elahe|Enssani|5 Third Street, Suite 1010|San Francisco, CA  94103|5 Third Street, Suite 1010|San Francisco, CA  94103|Phone: 415/777-4287|Fax: 415/777-3287|Email: enssani@a-t-s.com|N|N|Y|N|N|Y|N|N|N|N|Y|N|N|R|Expiration Date: 7/31/2020|Certification #CMD072010962|Engineering: Structural/ Environmental/ Civil/ Energy; Environmental Impact Reports|<b>STATUS: </b>   (10% BID DISCOUNT), Expiration Date: 7/31/2020|PS060||10|N||Updated 9/11/2019
10962|A T S - APPLIED TECHNOLOGY & SCIENCE|92469|Vendor Number 92469|Contact: Elahe Enssani|Dr.|Elahe|Enssani|5 Third Street, Suite 1010|San Francisco, CA  94103|5 Third Street, Suite 1010|San Francisco, CA  94103|Phone: 415/777-4287|Fax: 415/777-3287|Email: enssani@a-t-s.com|N|N|Y|N|N|Y|N|N|N|N|Y|N|N|R|Expiration Date: 7/31/2020|Certification #CMD072010962|Engineering: Structural/ Environmental/ Civil/ Energy; Environmental Impact Reports|<b>STATUS: </b>   (10% BID DISCOUNT), Expiration Date: 7/31/2020|PS004||10|N||Updated 9/11/2019
10962|A T S - APPLIED TECHNOLOGY & SCIENCE|92469|Vendor Number 92469|Contact: Elahe Enssani|Dr.|Elahe|Enssani|5 Third Street, Suite 1010|San Francisco, CA  94103|5 Third Street, Suite 1010|San Francisco, CA  94103|Phone: 415/777-4287|Fax: 415/777-3287|Email: enssani@a-t-s.com|N|N|Y|N|N|Y|N|N|N|N|Y|N|N|R|Expiration Date: 7/31/2020|Certification #CMD072010962|Engineering: Structural/ Environmental/ Civil/ Energy; Environmental Impact Reports|<b>STATUS: </b>   (10% BID DISCOUNT), Expiration Date: 7/31/2020|PS058||10|N||Updated 9/11/2019
10962|A T S - APPLIED TECHNOLOGY & SCIENCE|92469|Vendor Number 92469|Contact: Elahe Enssani|Dr.|Elahe|Enssani|5 Third Street, Suite 1010|San Francisco, CA  94103|5 Third Street, Suite 1010|San Francisco, CA  94103|Phone: 415/777-4287|Fax: 415/777-3287|Email: enssani@a-t-s.com|N|N|Y|N|N|Y|N|N|N|N|Y|N|N|R|Expiration Date: 7/31/2020|Certification #CMD072010962|Engineering: Structural/ Environmental/ Civil/ Energy; Environmental Impact Reports|<b>STATUS: </b>   (10% BID DISCOUNT), Expiration Date: 7/31/2020|PS028||10|N||Updated 9/11/2019
10962|A T S - APPLIED TECHNOLOGY & SCIENCE|92469|Vendor Number 92469|Contact: Elahe Enssani|Dr.|Elahe|Enssani|5 Third Street, Suite 1010|San Francisco, CA  94103|5 Third Street, Suite 1010|San Francisco, CA  94103|Phone: 415/777-4287|Fax: 415/777-3287|Email: enssani@a-t-s.com|N|N|Y|N|N|Y|N|N|N|N|Y|N|N|R|Expiration Date: 7/31/2020|Certification #CMD072010962|Engineering: Structural/ Environmental/ Civil/ Energy; Environmental Impact Reports|<b>STATUS: </b>   (10% BID DISCOUNT), Expiration Date: 7/31/2020|PS010||10|N||Updated 9/11/2019
10962|A T S - APPLIED TECHNOLOGY & SCIENCE|92469|Vendor Number 92469|Contact: Elahe Enssani|Dr.|Elahe|Enssani|5 Third Street, Suite 1010|San Francisco, CA  94103|5 Third Street, Suite 1010|San Francisco, CA  94103|Phone: 415/777-4287|Fax: 415/777-3287|Email: enssani@a-t-s.com|N|N|Y|N|N|Y|N|N|N|N|Y|N|N|R|Expiration Date: 7/31/2020|Certification #CMD072010962|Engineering: Structural/ Environmental/ Civil/ Energy; Environmental Impact Reports|<b>STATUS: </b>   (10% BID DISCOUNT), Expiration Date: 7/31/2020|PS044||10|N||Updated 9/11/2019
14107|A TOPNOTCH SECURITY SERVICES INC DBA A T S S I|59712|Vendor Number 59712|Contact: Norma Edar|Ms.|Norma|Edar|3254 19th Street|San Francisco, CA  94110|3254 19th Street|San Francisco, CA  94110|Phone: 415/550-8760|Fax: 415/550-8831|Email: marlene@atssi-sf.com|N|N|Y|N|N|Y|N|N|N|Y|N|N|N|R|Expiration Date: 11/30/2020|Certification #CMD112014107|SECURITY SERVICES: security guards to commercial/government/private businesses|<b>STATUS: </b>   (10% BID DISCOUNT), Expiration Date: 11/30/2020|GS092||10|N||Updated 9/11/2019
16148|A. PHILIP RANDOLPH INSTITUTE, SAN FRANCISCO CHAPTER|81782|Vendor Number 81782|Contact: Elizabeth Valdellon|Ms.|Elizabeth|Valdellon|1301 Evans Avenue|San Francisco, CA  94124|1301 Evans Avenue|San Francisco, CA  94124|Phone: 415/821-4777|Fax: 415/821-4733|Email: aprisf@sbcglobal.net|N|N|Y|Y|N|N|N|N|N|Y|N|N|N|R|Expiration Date: 11/30/2019|Certification #CMD111916148||<b>STATUS: </b>   (10% BID DISCOUNT), Expiration Date: 11/30/2019|PS002||10|N||Updated 9/11/2019
16148|A. PHILIP RANDOLPH INSTITUTE, SAN FRANCISCO CHAPTER|81782|Vendor Number 81782|Contact: Elizabeth Valdellon|Ms.|Elizabeth|Valdellon|1301 Evans Avenue|San Francisco, CA  94124|1301 Evans Avenue|San Francisco, CA  94124|Phone: 415/821-4777|Fax: 415/821-4733|Email: aprisf@sbcglobal.net|N|N|Y|Y|N|N|N|N|N|Y|N|N|N|R|Expiration Date: 11/30/2019|Certification #CMD111916148||<b>STATUS: </b>   (10% BID DISCOUNT), Expiration Date: 11/30/2019|PS033||10|N||Updated 9/11/2019
16148|A. PHILIP RANDOLPH INSTITUTE, SAN FRANCISCO CHAPTER|81782|Vendor Number 81782|Contact: Elizabeth Valdellon|Ms.|Elizabeth|Valdellon|1301 Evans Avenue|San Francisco, CA  94124|1301 Evans Avenue|San Francisco, CA  94124|Phone: 415/821-4777|Fax: 415/821-4733|Email: aprisf@sbcglobal.net|N|N|Y|Y|N|N|N|N|N|Y|N|N|N|R|Expiration Date: 11/30/2019|Certification #CMD111916148||<b>STATUS: </b>   (10% BID DISCOUNT), Expiration Date: 11/30/2019|PS048||10|N||Updated 9/11/2019
16148|A. PHILIP RANDOLPH INSTITUTE, SAN FRANCISCO CHAPTER|81782|Vendor Number 81782|Contact: Elizabeth Valdellon|Ms.|Elizabeth|Valdellon|1301 Evans Avenue|San Francisco, CA  94124|1301 Evans Avenue|San Francisco, CA  94124|Phone: 415/821-4777|Fax: 415/821-4733|Email: aprisf@sbcglobal.net|N|N|Y|Y|N|N|N|N|N|Y|N|N|N|R|Expiration Date: 11/30/2019|Certification #CMD111916148||<b>STATUS: </b>   (10% BID DISCOUNT), Expiration Date: 11/30/2019|GS021||10|N||Updated 9/11/2019
16148|A. PHILIP RANDOLPH INSTITUTE, SAN FRANCISCO CHAPTER|81782|Vendor Number 81782|Contact: Elizabeth Valdellon|Ms.|Elizabeth|Valdellon|1301 Evans Avenue|San Francisco, CA  94124|1301 Evans Avenue|San Francisco, CA  94124|Phone: 415/821-4777|Fax: 415/821-4733|Email: aprisf@sbcglobal.net|N|N|Y|Y|N|N|N|N|N|Y|N|N|N|R|Expiration Date: 11/30/2019|Certification #CMD111916148||<b>STATUS: </b>   (10% BID DISCOUNT), Expiration Date: 11/30/2019|GS022||10|N||Updated 9/11/2019
16148|A. PHILIP RANDOLPH INSTITUTE, SAN FRANCISCO CHAPTER|81782|Vendor Number 81782|Contact: Elizabeth Valdellon|Ms.|Elizabeth|Valdellon|1301 Evans Avenue|San Francisco, CA  94124|1301 Evans Avenue|San Francisco, CA  94124|Phone: 415/821-4777|Fax: 415/821-4733|Email: aprisf@sbcglobal.net|N|N|Y|Y|N|N|N|N|N|Y|N|N|N|R|Expiration Date: 11/30/2019|Certification #CMD111916148||<b>STATUS: </b>   (10% BID DISCOUNT), Expiration Date: 11/30/2019|GS042||10|N||Updated 9/11/2019
16148|A. PHILIP RANDOLPH INSTITUTE, SAN FRANCISCO CHAPTER|81782|Vendor Number 81782|Contact: Elizabeth Valdellon|Ms.|Elizabeth|Valdellon|1301 Evans Avenue|San Francisco, CA  94124|1301 Evans Avenue|San Francisco, CA  94124|Phone: 415/821-4777|Fax: 415/821-4733|Email: aprisf@sbcglobal.net|N|N|Y|Y|N|N|N|N|N|Y|N|N|N|R|Expiration Date: 11/30/2019|Certification #CMD111916148||<b>STATUS: </b>   (10% BID DISCOUNT), Expiration Date: 11/30/2019|GS134||10|N||Updated 9/11/2019
1000199|A.D. Brakes|||Contact: Anthony Lo Giudice|Mr.|Anthony|Lo Giudice|1360 Van Dyke Ave.|San Francisco, CA  94124|1360 Van Dyke Ave.|San Francisco, CA  94124|Phone: 415-822-5607|Fax: 415-822-8306|Email: diesel1620@aol.com|N|N|Y|Y|N|N|N|N|N|Y|N|N|N|C|Expiration Date: 5/31/2021|Certification #CMD05211000199||<b>STATUS: </b>   (10% BID DISCOUNT), Expiration Date: 5/31/2021|EQ078||10|N||Updated 9/11/2019
1000199|A.D. Brakes|||Contact: Anthony Lo Giudice|Mr.|Anthony|Lo Giudice|1360 Van Dyke Ave.|San Francisco, CA  94124|1360 Van Dyke Ave.|San Francisco, CA  94124|Phone: 415-822-5607|Fax: 415-822-8306|Email: diesel1620@aol.com|N|N|Y|Y|N|N|N|N|N|Y|N|N|N|C|Expiration Date: 5/31/2021|Certification #CMD05211000199||<b>STATUS: </b>   (10% BID DISCOUNT), Expiration Date: 5/31/2021|EQ093||10|N||Updated 9/11/2019
15603|A-1 MILMAC INC|29097|Vendor Number 29097|Contact: Kathryn L. Dunne|Ms.|Kathryn|Dunne|460 Cabot Road|South San Francisco, CA  94080|460 Cabot Road|South San Francisco, CA  94080|Phone: 650/871-4343|Fax: 650/871-1712|Email: kathydunne3@yahoo.com.|N|Y|N|N|N|Y|N|N|N|Y|N|N|N|R|Expiration Date: 4/30/2021|Certification #CMD042115603|Supplier of stainless steel pipe, valves & fittings. Stainless steel piping expansion joints, rubber expansion joints, flexible metal hose, teflon hose, gate, globe, check, butterfly valves, strainers, actuated ball valves.|<b>STATUS: </b>   (10% BID DISCOUNT), Expiration Date: 4/30/2021|EQ129||10|N||Updated 9/11/2019
10546|A1 PROTECTIVE SERVICES INC|66033|Vendor Number 66033|Contact: Paula Jones|Ms.|Paula|Jones|5 Thomas Mellon Circle, Suite 156|San Francisco, CA  94124|5 Thomas Mellon Circle, Suite 156|San Francisco, CA  94124|Phone: 415/467-7200|Fax: 415/793-2294|Email: ploann@aol.com|N|N|Y|N|N|Y|N|N|N|Y|N|N|N|R|Expiration Date: 1/31/2020|Certification #CMD012010546|Security Officer Services|<b>STATUS: </b>   (10% BID DISCOUNT), Expiration Date: 1/31/2020|GS092||10|N||Updated 9/11/2019
11868|A-1 SAFETY ENTERPRISE|64007|Vendor Number 64007|Contact: Mignon C. McGregor|Ms.|Mignon|McGregor|627 Silliman Street|San Francisco, CA  94134|627 Silliman Street|San Francisco, CA  94134|Phone: 415-756-8042|Fax: 415/647-1542|Email: mignona1safety@sbcglobal.net|N|N|Y|N|N|Y|N|N|N|Y|N|N|N|R|Expiration Date: 3/31/2020|Certification #CMD032011868|a business specializing in trainings and education for medical safety products|<b>STATUS: </b>   (10% BID DISCOUNT), Expiration Date: 3/31/2020|PS048||10|N||Updated 9/11/2019
11868|A-1 SAFETY ENTERPRISE|64007|Vendor Number 64007|Contact: Mignon C. McGregor|Ms.|Mignon|McGregor|627 Silliman Street|San Francisco, CA  94134|627 Silliman Street|San Francisco, CA  94134|Phone: 415-756-8042|Fax: 415/647-1542|Email: mignona1safety@sbcglobal.net|N|N|Y|N|N|Y|N|N|N|Y|N|N|N|R|Expiration Date: 3/31/2020|Certification #CMD032011868|a business specializing in trainings and education for medical safety products|<b>STATUS: </b>   (10% BID DISCOUNT), Expiration Date: 3/31/2020|GS022||10|N||Updated 9/11/2019
11868|A-1 SAFETY ENTERPRISE|64007|Vendor Number 64007|Contact: Mignon C. McGregor|Ms.|Mignon|McGregor|627 Silliman Street|San Francisco, CA  94134|627 Silliman Street|San Francisco, CA  94134|Phone: 415-756-8042|Fax: 415/647-1542|Email: mignona1safety@sbcglobal.net|N|N|Y|N|N|Y|N|N|N|Y|N|N|N|R|Expiration Date: 3/31/2020|Certification #CMD032011868|a business specializing in trainings and education for medical safety products|<b>STATUS: </b>   (10% BID DISCOUNT), Expiration Date: 3/31/2020|EQ101||10|N||Updated 9/11/2019
11868|A-1 SAFETY ENTERPRISE|64007|Vendor Number 64007|Contact: Mignon C. McGregor|Ms.|Mignon|McGregor|627 Silliman Street|San Francisco, CA  94134|627 Silliman Street|San Francisco, CA  94134|Phone: 415-756-8042|Fax: 415/647-1542|Email: mignona1safety@sbcglobal.net|N|N|Y|N|N|Y|N|N|N|Y|N|N|N|R|Expiration Date: 3/31/2020|Certification #CMD032011868|a business specializing in trainings and education for medical safety products|<b>STATUS: </b>   (10% BID DISCOUNT), Expiration Date: 3/31/2020|EQ075||10|N||Updated 9/11/2019
15942|AA PACIFIC BUILDERS|79385|Vendor Number 79385|Contact: Alfredo Andrade|Mr.|Alfredo|Andrade|1056 Shafter Avenue|San Francisco, CA  94124|1056 Shafter Avenue|San Francisco, CA  94124|Phone: 415/368-2436||Email: alfredo@aapacificbuilders.com|N|N|Y|N|Y|N|N|N|N|Y|N|N|N|R|Expiration Date: 7/31/2022|Certification #CMD072215942||<b>STATUS: </b>   (10% BID DISCOUNT), Expiration Date: 7/31/2022, CSLB License # 849479|CN058||10|N|849479|Updated 9/11/2019
15942|AA PACIFIC BUILDERS|79385|Vendor Number 79385|Contact: Alfredo Andrade|Mr.|Alfredo|Andrade|1056 Shafter Avenue|San Francisco, CA  94124|1056 Shafter Avenue|San Francisco, CA  94124|Phone: 415/368-2436||Email: alfredo@aapacificbuilders.com|N|N|Y|N|Y|N|N|N|N|Y|N|N|N|R|Expiration Date: 7/31/2022|Certification #CMD072215942||<b>STATUS: </b>   (10% BID DISCOUNT), Expiration Date: 7/31/2022, CSLB License # 849479|CN031||10|N|849479|Updated 9/11/2019
16420|AAA ELECTRIC CO|89488|Vendor Number 89488|Contact: Arafat Al-Ali|Mr.|Arafat|Al-Ali|1408 California Street, Suite 505|San Francisco, CA  94107|1408 California Street, Suite 505|San Francisco, CA  94107|Phone: 415/570-1014|Fax: 415/776-7037|Email: aaaelectrician@yahoo.com|N|N|Y|N|Y|N|N|N|N|Y|N|N|N|R|Expiration Date: 9/30/2020|Certification #CMD092016420||<b>STATUS: </b>   (10% BID DISCOUNT), Expiration Date: 9/30/2020, CSLB License # 912972|CN034||10|N|912972|Updated 9/11/2019
16584|AAA FENCE COMPANY INC|400298|Vendor Number 400298|Contact: Scott R Hutchings|Mr.|Scott|Hutchings|2746 Scott Blvd.|Santa Clara, CA  95050|2746 Scott Blvd.|Santa Clara, CA  95050|Phone: 408/727-5465|Fax: 408/970-8680|Email: keith@aaafenceco.com|N|Y|N|Y|N|N|N|N|N|N|Y|N|N|R|Expiration Date: 4/30/2020|Certification #CMD042016584||<b>STATUS: </b>   (10% BID DISCOUNT), Expiration Date: 4/30/2020, CSLB License # 552762|CN016||10|N|552762|Updated 9/11/2019
16481|AAA JANITORIAL SERVICES LLC|400308|Vendor Number 400308|Contact: Messay Mehari|Mr.|Messay|Mehari|12 Mabrey Court|San Francisco, CA  94124|5262 Diamond Heights Blvd., #318161|San Francisco, CA  94124|Phone: 415/824-2100|Fax: 415/824-2100|Email: mehari.messai@gmail.com|N|N|Y|N|Y|N|N|N|N|Y|N|N|N|R|Expiration Date: 1/31/2022|Certification #CMD012216481||<b>STATUS: </b>   (10% BID DISCOUNT), Expiration Date: 1/31/2022|GS090||10|N||Updated 9/11/2019
1000172|Abacus CPM Inc|||Contact: Carlos Sanchez|Mr.|Carlos|Sanchez|95 Third Street|San Francisco, CA  94105|95 Third Street|San Francisco, CA  94105|Phone: 925-708-9250||Email: carlos@abacuscpm.com|N|N|Y|Y|N|N|N|N|N|Y|N|N|N|R|Expiration Date: 3/31/2021|Certification #CMD03211000172||<b>STATUS: </b>   (10% BID DISCOUNT), Expiration Date: 3/31/2021|PS058||10|N||Updated 9/11/2019
15496|ABCO MECHANICAL CONTRACTORS INC|01201|Vendor Number 01201|Contact: Fred Robanser, Jr.|Mr.|Fred|Robanser, Jr.|475 Barneveld Avenue|San Francisco, CA  94124|475 Barneveld Avenue|San Francisco, CA  94124|Phone: 415/648-7135|Fax: 415-648-7105|Email: abco@abcoair.com|N|N|Y|Y|N|N|N|N|N|Y|N|N|N|R|Expiration Date: 1/31/2021|Certification #CMD012115496|Heating, Air Conditioning, Refrigeration Sheet Metal, Boilers & Refrigeration &  A/C Rentals|<b>STATUS: </b>   (10% BID DISCOUNT), Expiration Date: 1/31/2021, CSLB License # 209064|CN043||10|Y|209064|Updated 9/11/2019
15496|ABCO MECHANICAL CONTRACTORS INC|01201|Vendor Number 01201|Contact: Fred Robanser, Jr.|Mr.|Fred|Robanser, Jr.|475 Barneveld Avenue|San Francisco, CA  94124|475 Barneveld Avenue|San Francisco, CA  94124|Phone: 415/648-7135|Fax: 415-648-7105|Email: abco@abcoair.com|N|N|Y|Y|N|N|N|N|N|Y|N|N|N|R|Expiration Date: 1/31/2021|Certification #CMD012115496|Heating, Air Conditioning, Refrigeration Sheet Metal, Boilers & Refrigeration &  A/C Rentals|<b>STATUS: </b>   (10% BID DISCOUNT), Expiration Date: 1/31/2021, CSLB License # 209064|CN029||10|Y|209064|Updated 9/11/2019
